"age_yrs","age_of_onset","Condition","log_frequency","ACC","rt","PartID","ItemID"
25,21,"Simple",4.6,1,595,"49","050"
36,34,"Simple",4.6,0,560,"50","050"
22,18,"Simple",5.6,1,728,"01","051"
36,34,"Simple",5.6,1,514,"02","051"
26,23,"Simple",5.6,1,533,"03","051"
25,23,"Simple",5.6,1,672,"04","051"
31,25,"Simple",5.6,1,366,"05","051"
31,29,"Simple",5.6,1,481,"06","051"
21,18,"Simple",5.6,1,592,"07","051"
24,22,"Simple",5.6,1,443,"08","051"
31,30,"Simple",5.6,1,568,"09","051"
32,29,"Simple",5.6,1,659,"10","051"
29,24,"Simple",5.6,1,589,"11","051"
29,27,"Simple",5.6,1,575,"12","051"
30,28,"Simple",5.6,1,618,"13","051"
30,28,"Simple",5.6,1,606,"14","051"
37,36,"Simple",5.6,1,471,"15","051"
36,32,"Simple",5.6,1,555,"16","051"
20,16,"Simple",5.6,1,507,"17","051"
33,31,"Simple",5.6,1,399,"18","051"
38,36,"Simple",5.6,0,475,"19","051"
24,22,"Simple",5.6,1,839,"20","051"
23,21,"Simple",5.6,1,490,"21","051"
18,15,"Simple",5.6,1,518,"22","051"
21,13,"Simple",5.6,1,581,"23","051"
20,19,"Simple",5.6,0,698,"24","051"
23,21,"Simple",5.6,1,497,"25","051"
35,33,"Simple",5.6,1,577,"26","051"
31,28,"Simple",5.6,0,443,"27","051"
38,36,"Simple",5.6,1,622,"28","051"
30,27,"Simple",5.6,0,383,"29","051"
35,32,"Simple",5.6,1,441,"30","051"
26,22,"Simple",5.6,0,477,"31","051"
26,24,"Simple",5.6,1,445,"32","051"
22,20,"Simple",5.6,1,714,"33","051"
28,26,"Simple",5.6,1,466,"34","051"
24,20,"Simple",5.6,1,441,"35","051"
25,23,"Simple",5.6,1,451,"36","051"
38,37,"Simple",5.6,0,658,"37","051"
22,19,"Simple",5.6,1,525,"38","051"
31,25,"Simple",5.6,1,514,"39","051"
23,20,"Simple",5.6,1,596,"40","051"
24,19,"Simple",5.6,1,490,"41","051"
35,32,"Simple",5.6,1,889,"42","051"
22,19,"Simple",5.6,1,577,"43","051"
31,26,"Simple",5.6,1,602,"44","051"
27,23,"Simple",5.6,1,508,"45","051"
24,20,"Simple",5.6,1,656,"46","051"
19,17,"Simple",5.6,0,371,"47","051"
20,18,"Simple",5.6,0,469,"48","051"
25,21,"Simple",5.6,1,544,"49","051"
36,34,"Simple",5.6,0,482,"50","051"
22,18,"Simple",5.6,1,869,"01","052"
36,34,"Simple",5.6,1,703,"02","052"
26,23,"Simple",5.6,1,765,"03","052"
25,23,"Simple",5.6,1,819,"04","052"
31,25,"Simple",5.6,1,506,"05","052"
31,29,"Simple",5.6,1,512,"06","052"
21,18,"Simple",5.6,1,900,"07","052"
24,22,"Simple",5.6,0,589,"08","052"
31,30,"Simple",5.6,1,705,"09","052"
32,29,"Simple",5.6,1,456,"10","052"
29,24,"Simple",5.6,1,663,"11","052"
29,27,"Simple",5.6,0,845,"12","052"
30,28,"Simple",5.6,1,627,"13","052"
30,28,"Simple",5.6,0,641,"14","052"
37,36,"Simple",5.6,1,747,"15","052"
36,32,"Simple",5.6,1,743,"16","052"
20,16,"Simple",5.6,1,596,"17","052"
33,31,"Simple",5.6,1,487,"18","052"
38,36,"Simple",5.6,1,694,"19","052"
24,22,"Simple",5.6,1,826,"20","052"
23,21,"Simple",5.6,1,618,"21","052"
18,15,"Simple",5.6,1,543,"22","052"
21,13,"Simple",5.6,1,960,"23","052"
20,19,"Simple",5.6,1,672,"24","052"
23,21,"Simple",5.6,1,709,"25","052"
35,33,"Simple",5.6,1,714,"26","052"
31,28,"Simple",5.6,1,620,"27","052"
38,36,"Simple",5.6,1,717,"28","052"
30,27,"Simple",5.6,1,518,"29","052"
35,32,"Simple",5.6,1,515,"30","052"
26,22,"Simple",5.6,1,418,"31","052"
26,24,"Simple",5.6,1,498,"32","052"
22,20,"Simple",5.6,0,811,"33","052"
28,26,"Simple",5.6,1,469,"34","052"
24,20,"Simple",5.6,1,554,"35","052"
25,23,"Simple",5.6,1,709,"36","052"
38,37,"Simple",5.6,1,596,"37","052"
22,19,"Simple",5.6,1,743,"38","052"
31,25,"Simple",5.6,1,618,"39","052"
23,20,"Simple",5.6,1,544,"40","052"
24,19,"Simple",5.6,1,616,"41","052"
35,32,"Simple",5.6,1,686,"42","052"
22,19,"Simple",5.6,1,765,"43","052"
31,26,"Simple",5.6,1,970,"44","052"
27,23,"Simple",5.6,1,711,"45","052"
24,20,"Simple",5.6,1,530,"46","052"
19,17,"Simple",5.6,0,462,"47","052"
20,18,"Simple",5.6,1,520,"48","052"
25,21,"Simple",5.6,1,715,"49","052"
36,34,"Simple",5.6,1,528,"50","052"
22,18,"Simple",1.9,1,740,"01","053"
36,34,"Simple",1.9,0,881,"02","053"
26,23,"Simple",1.9,0,811,"03","053"
25,23,"Simple",1.9,1,982,"04","053"
31,25,"Simple",1.9,1,599,"05","053"
31,29,"Simple",1.9,0,492,"06","053"
21,18,"Simple",1.9,1,603,"07","053"
24,22,"Simple",1.9,1,546,"08","053"
31,30,"Simple",1.9,1,675,"09","053"
32,29,"Simple",1.9,0,585,"10","053"
29,24,"Simple",1.9,1,510,"11","053"
29,27,"Simple",1.9,1,1103,"12","053"
30,28,"Simple",1.9,1,1142,"13","053"
30,28,"Simple",1.9,1,497,"14","053"
37,36,"Simple",1.9,0,546,"15","053"
36,32,"Simple",1.9,1,897,"16","053"
20,16,"Simple",1.9,1,548,"17","053"
33,31,"Simple",1.9,0,404,"18","053"
38,36,"Simple",1.9,0,581,"19","053"
24,22,"Simple",1.9,1,1225,"20","053"
23,21,"Simple",1.9,0,802,"21","053"
18,15,"Simple",1.9,1,622,"22","053"
21,13,"Simple",1.9,1,954,"23","053"
20,19,"Simple",1.9,0,775,"24","053"
23,21,"Simple",1.9,1,569,"25","053"
35,33,"Simple",1.9,1,913,"26","053"
31,28,"Simple",1.9,1,487,"27","053"
38,36,"Simple",1.9,1,1118,"28","053"
30,27,"Simple",1.9,0,470,"29","053"
35,32,"Simple",1.9,1,742,"30","053"
26,22,"Simple",1.9,1,909,"31","053"
26,24,"Simple",1.9,0,538,"32","053"
22,20,"Simple",1.9,1,842,"33","053"
28,26,"Simple",1.9,0,569,"34","053"
24,20,"Simple",1.9,1,749,"35","053"
25,23,"Simple",1.9,0,873,"36","053"
38,37,"Simple",1.9,1,807,"37","053"
22,19,"Simple",1.9,1,940,"38","053"
31,25,"Simple",1.9,1,403,"39","053"
23,20,"Simple",1.9,1,570,"40","053"
24,19,"Simple",1.9,1,700,"41","053"
35,32,"Simple",1.9,0,913,"42","053"
22,19,"Simple",1.9,1,730,"43","053"
31,26,"Simple",1.9,1,763,"44","053"
27,23,"Simple",1.9,1,882,"45","053"
24,20,"Simple",1.9,1,819,"46","053"
19,17,"Simple",1.9,0,503,"47","053"
20,18,"Simple",1.9,0,829,"48","053"
25,21,"Simple",1.9,1,606,"49","053"
36,34,"Simple",1.9,1,721,"50","053"
22,18,"Complex",2.8,0,925,"01","054"
36,34,"Complex",2.8,1,937,"02","054"
26,23,"Complex",2.8,1,1214,"03","054"
25,23,"Complex",2.8,0,1030,"04","054"
31,25,"Complex",2.8,0,815,"05","054"
31,29,"Complex",2.8,0,615,"06","054"
21,18,"Complex",2.8,1,837,"07","054"
24,22,"Complex",2.8,0,561,"08","054"
31,30,"Complex",2.8,0,751,"09","054"
32,29,"Complex",2.8,1,646,"10","054"
29,24,"Complex",2.8,1,741,"11","054"
29,27,"Complex",2.8,1,754,"12","054"
30,28,"Complex",2.8,1,1172,"13","054"
30,28,"Complex",2.8,0,687,"14","054"
37,36,"Complex",2.8,1,845,"15","054"
36,32,"Complex",2.8,1,925,"16","054"
20,16,"Complex",2.8,1,898,"17","054"
33,31,"Complex",2.8,1,587,"18","054"
38,36,"Complex",2.8,0,635,"19","054"
24,22,"Complex",2.8,1,1270,"20","054"
23,21,"Complex",2.8,0,595,"21","054"
18,15,"Complex",2.8,0,749,"22","054"
21,13,"Complex",2.8,1,751,"23","054"
20,19,"Complex",2.8,1,718,"24","054"
23,21,"Complex",2.8,0,745,"25","054"
35,33,"Complex",2.8,1,871,"26","054"
31,28,"Complex",2.8,0,468,"27","054"
38,36,"Complex",2.8,0,882,"28","054"
30,27,"Complex",2.8,0,602,"29","054"
35,32,"Complex",2.8,1,566,"30","054"
26,22,"Complex",2.8,0,554,"31","054"
26,24,"Complex",2.8,0,895,"32","054"
22,20,"Complex",2.8,1,728,"33","054"
28,26,"Complex",2.8,1,931,"34","054"
24,20,"Complex",2.8,0,789,"35","054"
25,23,"Complex",2.8,1,708,"36","054"
38,37,"Complex",2.8,0,931,"37","054"
22,19,"Complex",2.8,1,836,"38","054"
31,25,"Complex",2.8,0,748,"39","054"
23,20,"Complex",2.8,1,1145,"40","054"
24,19,"Complex",2.8,1,665,"41","054"
35,32,"Complex",2.8,1,974,"42","054"
22,19,"Complex",2.8,1,749,"43","054"
31,26,"Complex",2.8,0,571,"44","054"
27,23,"Complex",2.8,0,648,"45","054"
24,20,"Complex",2.8,0,670,"46","054"
19,17,"Complex",2.8,0,655,"47","054"
20,18,"Complex",2.8,0,590,"48","054"
25,21,"Complex",2.8,1,1067,"49","054"
36,34,"Complex",2.8,0,802,"50","054"
22,18,"Simple",1.5,1,872,"01","055"
36,34,"Simple",1.5,1,683,"02","055"
26,23,"Simple",1.5,0,733,"03","055"
25,23,"Simple",1.5,1,1387,"04","055"
31,25,"Simple",1.5,1,651,"05","055"
31,29,"Simple",1.5,1,465,"06","055"
21,18,"Simple",1.5,1,667,"07","055"
24,22,"Simple",1.5,0,662,"08","055"
31,30,"Simple",1.5,0,667,"09","055"
32,29,"Simple",1.5,0,657,"10","055"
29,24,"Simple",1.5,1,664,"11","055"
29,27,"Simple",1.5,0,668,"12","055"
30,28,"Simple",1.5,0,617,"13","055"
30,28,"Simple",1.5,0,668,"14","055"
37,36,"Simple",1.5,1,788,"15","055"
36,32,"Simple",1.5,1,767,"16","055"
20,16,"Simple",1.5,1,680,"17","055"
33,31,"Simple",1.5,0,477,"18","055"
38,36,"Simple",1.5,0,759,"19","055"
24,22,"Simple",1.5,1,1212,"20","055"
23,21,"Simple",1.5,0,837,"21","055"
18,15,"Simple",1.5,0,894,"22","055"
21,13,"Simple",1.5,1,1354,"23","055"
20,19,"Simple",1.5,0,928,"24","055"
23,21,"Simple",1.5,0,478,"25","055"
35,33,"Simple",1.5,0,563,"26","055"
31,28,"Simple",1.5,0,792,"27","055"
38,36,"Simple",1.5,0,906,"28","055"
30,27,"Simple",1.5,0,678,"29","055"
35,32,"Simple",1.5,0,443,"30","055"
26,22,"Simple",1.5,1,462,"31","055"
26,24,"Simple",1.5,0,428,"32","055"
22,20,"Simple",1.5,1,1089,"33","055"
28,26,"Simple",1.5,0,578,"34","055"
24,20,"Simple",1.5,1,479,"35","055"
25,23,"Simple",1.5,0,1130,"36","055"
38,37,"Simple",1.5,0,982,"37","055"
22,19,"Simple",1.5,1,661,"38","055"
31,25,"Simple",1.5,1,1106,"39","055"
23,20,"Simple",1.5,1,729,"40","055"
24,19,"Simple",1.5,1,491,"41","055"
35,32,"Simple",1.5,0,812,"42","055"
22,19,"Simple",1.5,0,743,"43","055"
31,26,"Simple",1.5,1,899,"44","055"
27,23,"Simple",1.5,0,589,"45","055"
24,20,"Simple",1.5,0,621,"46","055"
19,17,"Simple",1.5,0,438,"47","055"
20,18,"Simple",1.5,0,618,"48","055"
25,21,"Simple",1.5,1,907,"49","055"
36,34,"Simple",1.5,0,599,"50","055"
22,18,"Simple",1.4,1,617,"01","056"
36,34,"Simple",1.4,1,705,"02","056"
26,23,"Simple",1.4,1,598,"03","056"
25,23,"Simple",1.4,1,1379,"04","056"
31,25,"Simple",1.4,1,477,"05","056"
31,29,"Simple",1.4,1,470,"06","056"
21,18,"Simple",1.4,1,887,"07","056"
24,22,"Simple",1.4,0,569,"08","056"
31,30,"Simple",1.4,1,875,"09","056"
32,29,"Simple",1.4,0,730,"10","056"
29,24,"Simple",1.4,0,750,"11","056"
29,27,"Simple",1.4,0,2421,"12","056"
30,28,"Simple",1.4,1,1321,"13","056"
30,28,"Simple",1.4,1,946,"14","056"
37,36,"Simple",1.4,1,754,"15","056"
36,32,"Simple",1.4,1,1091,"16","056"
20,16,"Simple",1.4,1,1042,"17","056"
33,31,"Simple",1.4,0,563,"18","056"
38,36,"Simple",1.4,1,801,"19","056"
24,22,"Simple",1.4,1,1339,"20","056"
23,21,"Simple",1.4,0,615,"21","056"
18,15,"Simple",1.4,1,1012,"22","056"
21,13,"Simple",1.4,1,921,"23","056"
20,19,"Simple",1.4,0,820,"24","056"
23,21,"Simple",1.4,1,744,"25","056"
35,33,"Simple",1.4,0,719,"26","056"
31,28,"Simple",1.4,0,574,"27","056"
38,36,"Simple",1.4,0,806,"28","056"
30,27,"Simple",1.4,0,633,"29","056"
35,32,"Simple",1.4,0,946,"30","056"
26,22,"Simple",1.4,0,525,"31","056"
26,24,"Simple",1.4,1,673,"32","056"
22,20,"Simple",1.4,1,1489,"33","056"
28,26,"Simple",1.4,1,568,"34","056"
24,20,"Simple",1.4,1,597,"35","056"
25,23,"Simple",1.4,0,579,"36","056"
38,37,"Simple",1.4,1,975,"37","056"
22,19,"Simple",1.4,1,814,"38","056"
31,25,"Simple",1.4,1,454,"39","056"
23,20,"Simple",1.4,1,694,"40","056"
24,19,"Simple",1.4,1,653,"41","056"
35,32,"Simple",1.4,1,960,"42","056"
22,19,"Simple",1.4,0,882,"43","056"
31,26,"Simple",1.4,1,872,"44","056"
27,23,"Simple",1.4,1,730,"45","056"
24,20,"Simple",1.4,1,887,"46","056"
19,17,"Simple",1.4,0,457,"47","056"
20,18,"Simple",1.4,0,498,"48","056"
25,21,"Simple",1.4,1,1580,"49","056"
36,34,"Simple",1.4,1,913,"50","056"
22,18,"Complex",2,1,1145,"01","057"
36,34,"Complex",2,1,798,"02","057"
26,23,"Complex",2,1,1122,"03","057"
25,23,"Complex",2,1,783,"04","057"
31,25,"Complex",2,0,500,"05","057"
31,29,"Complex",2,0,905,"06","057"
21,18,"Complex",2,1,1343,"07","057"
24,22,"Complex",2,0,622,"08","057"
31,30,"Complex",2,1,1593,"09","057"
32,29,"Complex",2,1,933,"10","057"
29,24,"Complex",2,1,764,"11","057"
29,27,"Complex",2,1,1217,"12","057"
30,28,"Complex",2,0,1678,"13","057"
30,28,"Complex",2,0,864,"14","057"
37,36,"Complex",2,0,1360,"15","057"
36,32,"Complex",2,1,858,"16","057"
20,16,"Complex",2,0,1398,"17","057"
33,31,"Complex",2,0,816,"18","057"
38,36,"Complex",2,1,763,"19","057"
24,22,"Complex",2,1,1105,"20","057"
23,21,"Complex",2,0,756,"21","057"
18,15,"Complex",2,1,1122,"22","057"
21,13,"Complex",2,1,1090,"23","057"
20,19,"Complex",2,1,1144,"24","057"
23,21,"Complex",2,1,1050,"25","057"
35,33,"Complex",2,1,1248,"26","057"
31,28,"Complex",2,1,946,"27","057"
38,36,"Complex",2,0,1246,"28","057"
30,27,"Complex",2,1,1408,"29","057"
35,32,"Complex",2,0,760,"30","057"
26,22,"Complex",2,0,799,"31","057"
26,24,"Complex",2,1,581,"32","057"
22,20,"Complex",2,1,857,"33","057"
28,26,"Complex",2,0,733,"34","057"
24,20,"Complex",2,1,804,"35","057"
25,23,"Complex",2,1,710,"36","057"
38,37,"Complex",2,0,1072,"37","057"
22,19,"Complex",2,1,924,"38","057"
31,25,"Complex",2,0,704,"39","057"
23,20,"Complex",2,0,1159,"40","057"
24,19,"Complex",2,0,800,"41","057"
35,32,"Complex",2,0,1209,"42","057"
22,19,"Complex",2,1,1037,"43","057"
31,26,"Complex",2,1,921,"44","057"
27,23,"Complex",2,1,765,"45","057"
24,20,"Complex",2,0,642,"46","057"
19,17,"Complex",2,0,470,"47","057"
20,18,"Complex",2,0,711,"48","057"
25,21,"Complex",2,0,1605,"49","057"
36,34,"Complex",2,0,878,"50","057"
22,18,"Simple",2.3,1,961,"01","058"
36,34,"Simple",2.3,0,995,"02","058"
26,23,"Simple",2.3,1,846,"03","058"
25,23,"Simple",2.3,1,904,"04","058"
31,25,"Simple",2.3,1,663,"05","058"
31,29,"Simple",2.3,1,718,"06","058"
21,18,"Simple",2.3,1,990,"07","058"
24,22,"Simple",2.3,0,668,"08","058"
31,30,"Simple",2.3,0,1283,"09","058"
32,29,"Simple",2.3,1,629,"10","058"
29,24,"Simple",2.3,1,873,"11","058"
29,27,"Simple",2.3,1,1247,"12","058"
30,28,"Simple",2.3,1,945,"13","058"
30,28,"Simple",2.3,0,976,"14","058"
37,36,"Simple",2.3,1,1137,"15","058"
36,32,"Simple",2.3,1,743,"16","058"
20,16,"Simple",2.3,1,612,"17","058"
33,31,"Simple",2.3,1,829,"18","058"
38,36,"Simple",2.3,0,998,"19","058"
24,22,"Simple",2.3,1,1790,"20","058"
23,21,"Simple",2.3,1,874,"21","058"
18,15,"Simple",2.3,1,823,"22","058"
21,13,"Simple",2.3,1,1184,"23","058"
20,19,"Simple",2.3,1,980,"24","058"
23,21,"Simple",2.3,0,723,"25","058"
35,33,"Simple",2.3,1,1142,"26","058"
31,28,"Simple",2.3,1,605,"27","058"
38,36,"Simple",2.3,1,965,"28","058"
30,27,"Simple",2.3,0,623,"29","058"
35,32,"Simple",2.3,1,624,"30","058"
26,22,"Simple",2.3,1,1088,"31","058"
26,24,"Simple",2.3,0,856,"32","058"
22,20,"Simple",2.3,1,731,"33","058"
28,26,"Simple",2.3,0,713,"34","058"
24,20,"Simple",2.3,1,767,"35","058"
25,23,"Simple",2.3,1,816,"36","058"
38,37,"Simple",2.3,1,1259,"37","058"
22,19,"Simple",2.3,1,1169,"38","058"
31,25,"Simple",2.3,1,852,"39","058"
23,20,"Simple",2.3,1,707,"40","058"
24,19,"Simple",2.3,1,754,"41","058"
35,32,"Simple",2.3,1,1826,"42","058"
22,19,"Simple",2.3,1,921,"43","058"
31,26,"Simple",2.3,1,1280,"44","058"
27,23,"Simple",2.3,1,1360,"45","058"
24,20,"Simple",2.3,1,671,"46","058"
19,17,"Simple",2.3,0,517,"47","058"
20,18,"Simple",2.3,0,612,"48","058"
25,21,"Simple",2.3,1,973,"49","058"
36,34,"Simple",2.3,0,461,"50","058"
22,18,"Simple",1.6,1,662,"01","059"
36,34,"Simple",1.6,1,1268,"02","059"
26,23,"Simple",1.6,1,612,"03","059"
25,23,"Simple",1.6,1,848,"04","059"
31,25,"Simple",1.6,1,545,"05","059"
31,29,"Simple",1.6,0,1022,"06","059"
21,18,"Simple",1.6,1,802,"07","059"
24,22,"Simple",1.6,0,540,"08","059"
31,30,"Simple",1.6,0,610,"09","059"
32,29,"Simple",1.6,1,915,"10","059"
29,24,"Simple",1.6,1,790,"11","059"
29,27,"Simple",1.6,1,866,"12","059"
30,28,"Simple",1.6,0,489,"13","059"
30,28,"Simple",1.6,1,770,"14","059"
37,36,"Simple",1.6,0,770,"15","059"
36,32,"Simple",1.6,1,761,"16","059"
20,16,"Simple",1.6,1,858,"17","059"
33,31,"Simple",1.6,1,608,"18","059"
38,36,"Simple",1.6,1,514,"19","059"
24,22,"Simple",1.6,1,940,"20","059"
23,21,"Simple",1.6,1,916,"21","059"
18,15,"Simple",1.6,0,1350,"22","059"
21,13,"Simple",1.6,1,887,"23","059"
20,19,"Simple",1.6,0,784,"24","059"
23,21,"Simple",1.6,1,459,"25","059"
35,33,"Simple",1.6,1,688,"26","059"
31,28,"Simple",1.6,1,601,"27","059"
38,36,"Simple",1.6,1,1090,"28","059"
30,27,"Simple",1.6,0,480,"29","059"
35,32,"Simple",1.6,0,666,"30","059"
26,22,"Simple",1.6,0,467,"31","059"
26,24,"Simple",1.6,0,712,"32","059"
22,20,"Simple",1.6,0,1103,"33","059"
28,26,"Simple",1.6,0,606,"34","059"
24,20,"Simple",1.6,0,667,"35","059"
25,23,"Simple",1.6,1,778,"36","059"
38,37,"Simple",1.6,1,954,"37","059"
22,19,"Simple",1.6,1,922,"38","059"
31,25,"Simple",1.6,1,473,"39","059"
23,20,"Simple",1.6,1,1069,"40","059"
24,19,"Simple",1.6,1,703,"41","059"
35,32,"Simple",1.6,1,1125,"42","059"
22,19,"Simple",1.6,1,659,"43","059"
31,26,"Simple",1.6,1,987,"44","059"
27,23,"Simple",1.6,0,995,"45","059"
24,20,"Simple",1.6,1,847,"46","059"
19,17,"Simple",1.6,1,741,"47","059"
20,18,"Simple",1.6,1,656,"48","059"
25,21,"Simple",1.6,1,614,"49","059"
36,34,"Simple",1.6,0,716,"50","059"
22,18,"Simple",1,1,1080,"01","060"
36,34,"Simple",1,1,720,"02","060"
26,23,"Simple",1,1,779,"03","060"
25,23,"Simple",1,1,741,"04","060"
31,25,"Simple",1,1,551,"05","060"
31,29,"Simple",1,0,758,"06","060"
21,18,"Simple",1,1,864,"07","060"
24,22,"Simple",1,0,730,"08","060"
31,30,"Simple",1,1,553,"09","060"
32,29,"Simple",1,0,566,"10","060"
29,24,"Simple",1,1,547,"11","060"
29,27,"Simple",1,1,653,"12","060"
30,28,"Simple",1,0,988,"13","060"
30,28,"Simple",1,1,723,"14","060"
37,36,"Simple",1,1,889,"15","060"
36,32,"Simple",1,1,664,"16","060"
20,16,"Simple",1,1,699,"17","060"
33,31,"Simple",1,1,428,"18","060"
38,36,"Simple",1,1,548,"19","060"
24,22,"Simple",1,1,1760,"20","060"
23,21,"Simple",1,0,601,"21","060"
18,15,"Simple",1,1,698,"22","060"
21,13,"Simple",1,1,1040,"23","060"
20,19,"Simple",1,0,1017,"24","060"
23,21,"Simple",1,1,555,"25","060"
35,33,"Simple",1,0,910,"26","060"
31,28,"Simple",1,1,570,"27","060"
38,36,"Simple",1,1,906,"28","060"
30,27,"Simple",1,0,851,"29","060"
35,32,"Simple",1,1,633,"30","060"
26,22,"Simple",1,1,619,"31","060"
26,24,"Simple",1,0,773,"32","060"
22,20,"Simple",1,1,856,"33","060"
28,26,"Simple",1,1,770,"34","060"
24,20,"Simple",1,0,694,"35","060"
25,23,"Simple",1,0,743,"36","060"
38,37,"Simple",1,0,1213,"37","060"
22,19,"Simple",1,1,1087,"38","060"
31,25,"Simple",1,1,580,"39","060"
23,20,"Simple",1,1,737,"40","060"
24,19,"Simple",1,1,773,"41","060"
35,32,"Simple",1,1,1087,"42","060"
22,19,"Simple",1,1,743,"43","060"
31,26,"Simple",1,1,1093,"44","060"
27,23,"Simple",1,1,992,"45","060"
24,20,"Simple",1,1,772,"46","060"
19,17,"Simple",1,0,452,"47","060"
20,18,"Simple",1,0,1091,"48","060"
25,21,"Simple",1,0,853,"49","060"
36,34,"Simple",1,0,602,"50","060"
22,18,"Complex",1.1,1,1022,"01","061"
36,34,"Complex",1.1,0,1012,"02","061"
26,23,"Complex",1.1,0,1715,"03","061"
25,23,"Complex",1.1,1,1594,"04","061"
31,25,"Complex",1.1,0,712,"05","061"
31,29,"Complex",1.1,0,831,"06","061"
21,18,"Complex",1.1,1,1147,"07","061"
24,22,"Complex",1.1,0,523,"08","061"
31,30,"Complex",1.1,0,991,"09","061"
32,29,"Complex",1.1,1,1537,"10","061"
29,24,"Complex",1.1,0,816,"11","061"
29,27,"Complex",1.1,0,1228,"12","061"
30,28,"Complex",1.1,1,860,"13","061"
30,28,"Complex",1.1,1,967,"14","061"
37,36,"Complex",1.1,1,1113,"15","061"
36,32,"Complex",1.1,1,1533,"16","061"
20,16,"Complex",1.1,1,611,"17","061"
33,31,"Complex",1.1,0,545,"18","061"
38,36,"Complex",1.1,0,653,"19","061"
24,22,"Complex",1.1,1,1259,"20","061"
23,21,"Complex",1.1,1,1005,"21","061"
18,15,"Complex",1.1,1,956,"22","061"
21,13,"Complex",1.1,0,1269,"23","061"
20,19,"Complex",1.1,1,1156,"24","061"
23,21,"Complex",1.1,1,991,"25","061"
35,33,"Complex",1.1,0,1198,"26","061"
31,28,"Complex",1.1,0,471,"27","061"
38,36,"Complex",1.1,0,1126,"28","061"
30,27,"Complex",1.1,1,706,"29","061"
35,32,"Complex",1.1,0,575,"30","061"
26,22,"Complex",1.1,0,703,"31","061"
26,24,"Complex",1.1,0,643,"32","061"
22,20,"Complex",1.1,1,1457,"33","061"
28,26,"Complex",1.1,1,1025,"34","061"
24,20,"Complex",1.1,1,879,"35","061"
25,23,"Complex",1.1,1,771,"36","061"
38,37,"Complex",1.1,1,1625,"37","061"
22,19,"Complex",1.1,0,1096,"38","061"
31,25,"Complex",1.1,0,577,"39","061"
23,20,"Complex",1.1,1,1217,"40","061"
24,19,"Complex",1.1,1,443,"41","061"
35,32,"Complex",1.1,0,1304,"42","061"
22,19,"Complex",1.1,1,789,"43","061"
31,26,"Complex",1.1,1,1086,"44","061"
27,23,"Complex",1.1,0,1073,"45","061"
24,20,"Complex",1.1,0,794,"46","061"
19,17,"Complex",1.1,0,782,"47","061"
20,18,"Complex",1.1,0,648,"48","061"
25,21,"Complex",1.1,1,1358,"49","061"
36,34,"Complex",1.1,0,913,"50","061"
22,18,"Simple",3,1,691,"01","062"
36,34,"Simple",3,0,487,"02","062"
26,23,"Simple",3,1,789,"03","062"
25,23,"Simple",3,1,830,"04","062"
31,25,"Simple",3,1,615,"05","062"
31,29,"Simple",3,0,663,"06","062"
21,18,"Simple",3,0,649,"07","062"
24,22,"Simple",3,0,532,"08","062"
31,30,"Simple",3,1,861,"09","062"
32,29,"Simple",3,1,653,"10","062"
29,24,"Simple",3,1,709,"11","062"
29,27,"Simple",3,1,598,"12","062"
30,28,"Simple",3,1,870,"13","062"
30,28,"Simple",3,0,731,"14","062"
37,36,"Simple",3,0,910,"15","062"
36,32,"Simple",3,1,826,"16","062"
20,16,"Simple",3,1,591,"17","062"
33,31,"Simple",3,0,392,"18","062"
38,36,"Simple",3,0,524,"19","062"
24,22,"Simple",3,1,827,"20","062"
23,21,"Simple",3,1,494,"21","062"
18,15,"Simple",3,1,612,"22","062"
21,13,"Simple",3,1,676,"23","062"
20,19,"Simple",3,0,951,"24","062"
23,21,"Simple",3,0,647,"25","062"
35,33,"Simple",3,0,663,"26","062"
31,28,"Simple",3,1,511,"27","062"
38,36,"Simple",3,1,598,"28","062"
30,27,"Simple",3,0,514,"29","062"
35,32,"Simple",3,0,466,"30","062"
26,22,"Simple",3,0,404,"31","062"
26,24,"Simple",3,0,551,"32","062"
22,20,"Simple",3,1,713,"33","062"
28,26,"Simple",3,0,533,"34","062"
24,20,"Simple",3,1,443,"35","062"
25,23,"Simple",3,1,427,"36","062"
38,37,"Simple",3,1,617,"37","062"
22,19,"Simple",3,1,818,"38","062"
31,25,"Simple",3,1,604,"39","062"
23,20,"Simple",3,1,550,"40","062"
24,19,"Simple",3,1,463,"41","062"
35,32,"Simple",3,1,806,"42","062"
22,19,"Simple",3,1,596,"43","062"
31,26,"Simple",3,1,597,"44","062"
27,23,"Simple",3,0,607,"45","062"
24,20,"Simple",3,1,635,"46","062"
19,17,"Simple",3,0,424,"47","062"
20,18,"Simple",3,1,620,"48","062"
25,21,"Simple",3,1,669,"49","062"
36,34,"Simple",3,0,493,"50","062"
22,18,"Complex",1.8,1,873,"01","063"
36,34,"Complex",1.8,1,785,"02","063"
26,23,"Complex",1.8,1,1099,"03","063"
25,23,"Complex",1.8,0,1527,"04","063"
31,25,"Complex",1.8,0,674,"05","063"
31,29,"Complex",1.8,0,712,"06","063"
21,18,"Complex",1.8,1,1348,"07","063"
24,22,"Complex",1.8,0,753,"08","063"
31,30,"Complex",1.8,0,754,"09","063"
32,29,"Complex",1.8,0,1034,"10","063"
29,24,"Complex",1.8,1,805,"11","063"
29,27,"Complex",1.8,0,1195,"12","063"
30,28,"Complex",1.8,1,1022,"13","063"
